"dname","attrib","img","behavior","target_team","manacost","description","cooldown","dmg_type","target_type","dispellable","bkbpierce","lore","damage"
"Spirit Lance","[{'key': 'lance_damage', 'header': 'LANCE DAMAGE:', 'value': ['70', '140', '210', '280']}, {'key': 'lance_speed', 'header': 'LANCE SPEED:', 'value': '1000', 'generated': True}, {'key': 'duration', 'header': 'SLOW DURATION:', 'value': '3.75'}, {'key': 'movement_speed_pct', 'header': 'MOVEMENT SLOW:', 'value': ['-14%', '-21%', '-28%', '-35%']}, {'key': 'illusion_duration', 'header': 'ILLUSION DURATION:', 'value': ['2', '4', '6', '8']}, {'key': 'illusion_damage_out_pct', 'header': 'ILLUSION DAMAGE OUT PCT:', 'value': '-80', 'generated': True}, {'key': 'tooltip_illusion_damage', 'header': 'ILLUSION DAMAGE:', 'value': '20%'}, {'key': 'illusion_damage_in_pct', 'header': 'ILLUSION DAMAGE IN PCT:', 'value': '300', 'generated': True}, {'key': 'tooltip_illusion_total_damage_in_pct', 'header': 'ILLUSION DAMAGE TAKEN:', 'value': '400%'}, {'key': 'fake_lance_distance', 'header': 'FAKE LANCE DISTANCE:', 'value': '675', 'generated': True}, {'key': 'scepter_bounce_radius', 'header': 'BOUNCE RADIUS:', 'value': '750'}, {'key': 'scepter_bonus_illusion_damage', 'header': 'BONUS ILLUSION DAMAGE:', 'value': '30%'}, {'key': 'scepter_total_hits', 'header': 'SCEPTER TOTAL HITS:', 'value': '2', 'generated': True}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': ['600', '650', '700', '750']}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.3', 'generated': True}]","/apps/dota2/images/dota_react/abilities/phantom_lancer_spirit_lance.png","Unit Target","Enemy","120","Sends a magical spirit lance to a target enemy unit that damages and slows, while summoning an illusory phantom to attack the unit.","['10', '9', '8', '7']","Magical","['Hero', 'Basic']","Yes","No","Azwraith's proficiency at spearing his family's meal of fish is proving quite useful in the battlefield.",""
"Spirit Link","[{'key': 'bonus_attack_speed', 'header': 'ATTACK SPEED:', 'value': ['20', '35', '50', '65']}, {'key': 'lifesteal_percent', 'header': 'SHARED LIFESTEAL:', 'value': ['15%', '30%', '45%', '60%']}, {'key': 'armor_sharing', 'header': 'ARMOR SHARED:', 'value': ['8%', '12%', '16%', '20%']}, {'key': 'duration', 'header': 'DURATION:', 'value': '20', 'generated': True}, {'key': 'active_bonus', 'header': 'ACTIVE BONUS:', 'value': '35', 'generated': True}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '1200', 'generated': True}]","/apps/dota2/images/dota_react/abilities/lone_druid_spirit_link.png","Passive","Friendly","0","Links Lone Druid and the Spirit Bear, sharing a percentage of their armor with each other, increasing the attack speed of both and causing damage dealt by the Spirit Bear to heal Lone Druid. ","0","","Hero","Yes","","Sylla is emboldened by the presence of his companion, his vitality replenished with each swipe of the Spirit Bear's claws.",""
"Spirit Siphon","[{'key': 'damage', 'header': 'DAMAGE:', 'value': ['25', '50', '75', '100']}, {'key': 'damage_pct', 'header': 'DAMAGE PCT:', 'value': '0', 'generated': True}, {'key': 'haunt_duration', 'header': 'DURATION:', 'value': '6'}, {'key': 'siphon_buffer', 'header': 'SIPHON BUFFER:', 'value': '250', 'generated': True}, {'key': 'abilitychargerestoretime', 'header': 'CHARGE RESTORE TIME:', 'value': '40', 'generated': True}, {'key': 'shard_bonus_charges', 'header': 'SHARD BONUS CHARGES:', 'value': '1', 'generated': True}, {'key': 'shard_fear_duration', 'header': 'SHARD FEAR DURATION:', 'value': '1', 'generated': True}, {'key': 'shard_consecutive_siphon_duration', 'header': 'SHARD CONSECUTIVE SIPHON DURATION:', 'value': '3', 'generated': True}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '500', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.1', 'generated': True}, {'key': 'max_charges', 'header': 'MAX CHARGES:', 'value': ['1', '2', '3', '4'], 'generated': True}]","/apps/dota2/images/dota_react/abilities/death_prophet_spirit_siphon.png","Unit Target","Enemy","80","Creates a spirit link between Death Prophet and an enemy unit, draining health from the enemy.","0","Magical","['Hero', 'Basic']","No","No","",""
"Spirits","[{'key': 'creep_damage', 'header': 'CREEP DAMAGE:', 'value': ['10', '15', '20', '25']}, {'key': 'hero_damage', 'header': 'HERO DAMAGE:', 'value': ['30', '50', '70', '90']}, {'key': 'revolution_time', 'header': 'REVOLUTION TIME:', 'value': '5', 'generated': True}, {'key': 'min_range', 'header': 'MIN RANGE:', 'value': '200', 'generated': True}, {'key': 'max_range', 'header': 'OSCILLATION RADIUS:', 'value': '650'}, {'key': 'hero_hit_radius', 'header': 'HERO HIT RADIUS:', 'value': '110', 'generated': True}, {'key': 'explode_radius', 'header': 'EXPLOSION RADIUS:', 'value': '360'}, {'key': 'hit_radius', 'header': 'HIT RADIUS:', 'value': '150', 'generated': True}, {'key': 'spirit_movement_rate', 'header': 'SPIRIT MOVEMENT RATE:', 'value': '250', 'generated': True}, {'key': 'spirit_duration', 'header': 'DURATION:', 'value': '19'}, {'key': 'spirit_amount', 'header': 'SPIRIT AMOUNT:', 'value': '5', 'generated': True}, {'key': 'scepter_slow_pct', 'header': 'MOVEMENT SLOW:', 'value': '0%'}, {'key': 'scepter_slow_duration', 'header': 'SLOW DURATION:', 'value': '0'}, {'key': 'abilityduration', 'header': 'DURATION:', 'value': '19', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0', 'generated': True}]","/apps/dota2/images/dota_react/abilities/wisp_spirits.png","['No Target', 'Instant Cast']","","['100', '110', '120', '130']","Summon five particle spirits that dance in a circle around Io. If a particle collides with an enemy hero, it explodes, damaging all enemy units in an area around it. Creeps take minor damage from touching a particle spirit, but do not cause them to explode.  When its duration ends, any remaining Spirits explode.","['26', '24', '22', '20']","Magical","","No","No","Io twists the particles of the universe with its unimaginable capabilities.",""
"Spirits Apply Slow","","","","","","","","","","","","",""
"Spirits In","[]","/apps/dota2/images/dota_react/abilities/wisp_spirits_in.png","['Instant Cast', 'Hidden']","","","Sends the spirits closer to you. Can be toggled on and off.","0","","","","","",""
"Spirits Out","[]","/apps/dota2/images/dota_react/abilities/wisp_spirits_out.png","['Instant Cast', 'Hidden']","","","Sends the spirits farther away from you. Can be toggled on and off.","","","","","","",""
"Spit Out","[{'key': 'projectile_speed', 'header': 'PROJECTILE SPEED:', 'value': '1400', 'generated': True}, {'key': 'projectile_width', 'header': 'PROJECTILE WIDTH:', 'value': '130', 'generated': True}, {'key': 'impact_radius', 'header': 'IMPACT RADIUS:', 'value': '400'}, {'key': 'projectile_vision', 'header': 'PROJECTILE VISION:', 'value': '500', 'generated': True}, {'key': 'burn_interval', 'header': 'BURN INTERVAL:', 'value': '0.5', 'generated': True}, {'key': 'burn_damage', 'header': 'BURN DPS:', 'value': '100'}, {'key': 'move_slow_pct', 'header': 'ENEMY MOVEMENT SLOW:', 'value': '25%'}, {'key': 'burn_ground_duration', 'header': 'FIRESPIT POOL DURATION:', 'value': '3'}, {'key': 'min_lob_travel_time', 'header': 'MIN LOB TRAVEL TIME:', 'value': '0.1', 'generated': True}, {'key': 'max_lob_travel_time', 'header': 'MAX LOB TRAVEL TIME:', 'value': '2', 'generated': True}, {'key': 'burn_linger_duration', 'header': 'BURN LINGER DURATION:', 'value': '1', 'generated': True}, {'key': 'stun_duration', 'header': 'STUN DURATION:', 'value': '1.2'}, {'key': 'min_height_above_lowest', 'header': 'MIN HEIGHT ABOVE LOWEST:', 'value': '150', 'generated': True}, {'key': 'min_height_above_highest', 'header': 'MIN HEIGHT ABOVE HIGHEST:', 'value': '100', 'generated': True}, {'key': 'min_acceleration', 'header': 'MIN ACCELERATION:', 'value': '1000', 'generated': True}, {'key': 'max_acceleration', 'header': 'MAX ACCELERATION:', 'value': '2000', 'generated': True}, {'key': 'abilitycastrange', 'header': 'MAXIMUM LAUNCH RANGE:', 'value': '3000'}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.3', 'generated': True}]","/apps/dota2/images/dota_react/abilities/snapfire_spit_creep.png","['Point Target', 'AOE']","Enemy","","Mortimer spits out the unit that's in his mouth, causing impact damage and stun in a large area. The glob leaves a pool of firespit that slows and applies damage over time. Spit Out has a no minimum launch range.","0","Magical","['Hero', 'Basic']","Yes","No","",""
"Splash Attack","[{'key': 'range', 'header': 'RANGE:', 'value': '250'}, {'key': 'damage_percent', 'header': 'DAMAGE:', 'value': '100%'}]","/apps/dota2/images/dota_react/abilities/black_dragon_splash_attack.png","Passive","","","The Black Dragon's explosive attacks are felt by all nearby enemies.","","","","","","",""
"Splinter Blast","[{'key': 'projectile_speed', 'header': 'PROJECTILE SPEED:', 'value': '750', 'generated': True}, {'key': 'projectile_max_time', 'header': 'PROJECTILE MAX TIME:', 'value': '1', 'generated': True}, {'key': 'split_radius', 'header': 'SHATTER RADIUS:', 'value': '500'}, {'key': 'bonus_movespeed', 'header': 'BONUS MOVESPEED:', 'value': '-30', 'generated': True}, {'key': 'movespeed_slow_tooltip', 'header': 'MOVEMENT SLOW:', 'value': '30%'}, {'key': 'duration', 'header': 'SLOW DURATION:', 'value': '4'}, {'key': 'secondary_projectile_speed', 'header': 'SECONDARY PROJECTILE SPEED:', 'value': '1000', 'generated': True}, {'key': 'damage', 'header': 'DAMAGE:', 'value': ['100', '180', '260', '340']}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '1200', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.3', 'generated': True}]","/apps/dota2/images/dota_react/abilities/winter_wyvern_splinter_blast.png","['Unit Target', 'AOE']","Enemy","['105', '115', '125', '135']","Launches a ball of brittle ice toward an enemy. The ice shatters on impact, leaving the primary target completely unaffected, while hurling damaging splinters into nearby enemies in a 500 base radius. Enemies struck by these splinters are slowed by 30%.","6","Magical","['Hero', 'Basic']","Yes","No","Produced slowly by specialized vesicles in her frozen gullet, Winter Wyvern blast shards of ice at her enemies.",""
"Splinter Blast 1.5s Stun","","","","","","","","","","","","",""
"Split Earth","[{'key': 'delay', 'header': 'STUN DELAY:', 'value': '0.35'}, {'key': 'radius', 'header': 'RADIUS:', 'value': ['150', '180', '210', '240']}, {'key': 'duration', 'header': 'STUN DURATION:', 'value': '1.7'}, {'key': 'shard_radius_increase', 'header': 'SHARD RADIUS INCREASE:', 'value': '45', 'generated': True}, {'key': 'shard_max_count', 'header': 'SHARD MAX COUNT:', 'value': '3', 'generated': True}, {'key': 'shard_secondary_delay', 'header': 'SHARD SECONDARY DELAY:', 'value': '5', 'generated': True}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '650', 'generated': True}, {'key': 'abilityduration', 'header': 'DURATION:', 'value': '1.6', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.7', 'generated': True}]","/apps/dota2/images/dota_react/abilities/leshrac_split_earth.png","['Point Target', 'AOE']","Enemy","['80', '100', '120', '140']","Splits the earth under enemies. Deals damage and stuns for a short duration.","11","Magical","['Hero', 'Basic']","[]","No","Twisting nature to his vile will, the shifting earth consumes those unlucky enough to cross Leshrac's path.","['120', '180', '240', '300']"
"Split Shot","[{'key': 'damage_modifier', 'header': 'DAMAGE MODIFIER:', 'value': ['-60', '-45', '-30', '-15'], 'generated': True}, {'key': 'damage_modifier_tooltip', 'header': 'OUTGOING DAMAGE:', 'value': ['40%', '55%', '70%', '85%']}, {'key': 'arrow_count', 'header': 'EXTRA TARGETS:', 'value': '4'}, {'key': 'split_shot_bonus_range', 'header': 'SPLIT SHOT BONUS RANGE:', 'value': '150', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.4', 'generated': True}]","/apps/dota2/images/dota_react/abilities/medusa_split_shot.png","['No Target', 'Instant Cast']","","","Medusa magically splits her shot into several arrows. These arrows deal a lower percent of her normal damage.

The extra targets will not receive other attack effects (such as critical strike).","","","","No","Yes","All who encounter the cursed Gorgon will feel her rage.",""
"Split Shot Uses Modifiers","","","","","","","","","","","","",""
"Spring Early","[]","/apps/dota2/images/dota_react/abilities/monkey_king_primal_spring_early.png","['Hidden', 'No Target', 'Instant Cast']","","","","","","","","","",""
"Sproink","[{'key': 'hop_distance', 'header': 'DISTANCE:', 'value': '500'}, {'key': 'hop_duration', 'header': 'HOP DURATION:', 'value': '0.4', 'generated': True}, {'key': 'hop_height', 'header': 'HOP HEIGHT:', 'value': '150', 'generated': True}, {'key': 'attack_targets', 'header': 'ATTACK TARGETS:', 'value': '2', 'generated': True}, {'key': 'bonus_attack_range', 'header': 'BONUS ATTACK RANGE:', 'value': '100', 'generated': True}]","/apps/dota2/images/dota_react/abilities/enchantress_bunny_hop.png","['No Target', 'Instant Cast', 'Hidden']","","50","Leaps backward, dodges incoming projectiles, and launches an Impetus attack on the 2 furthest enemy units within Enchantress' attack range + 100.","8","","","","No","Sproink is as Sproink does.",""
"Sprout","[{'key': 'vision_range', 'header': 'VISION RANGE:', 'value': '250', 'generated': True}, {'key': 'duration', 'header': 'DURATION:', 'value': ['3', '4', '5', '6']}, {'key': 'blind_pct', 'header': 'BLIND PCT:', 'value': '0', 'generated': True}, {'key': 'leash', 'header': 'LEASH:', 'value': '0', 'generated': True}, {'key': 'sprout_damage', 'header': 'SPROUT DAMAGE:', 'value': ['14', '20', '26', '32']}, {'key': 'sprout_damage_inteval', 'header': 'SPROUT DAMAGE INTERVAL:', 'value': '0.5'}, {'key': 'sprout_damage_radius', 'header': 'SPROUT DAMAGE RADIUS:', 'value': '275', 'generated': True}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': ['625', '700', '775', '850']}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.35', 'generated': True}]","/apps/dota2/images/dota_react/abilities/furion_sprout.png","['Unit Target', 'Point Target']","Both","['70', '90', '110', '130']","Sprouts a ring of trees around a unit, damaging and trapping it in place and providing vision in a 250 radius.","['15', '13', '11', '9']","","['Hero', 'Basic']","","","Verdant overgrowth is a common ailment reported by Nature's Prophet's attackers.",""
"Sprout Leashes","","","","","","","","","","","","",""
"Stampede","[{'key': 'duration', 'header': 'STAMPEDE DURATION:', 'value': ['3.5', '4', '4.5']}, {'key': 'base_damage', 'header': 'BASE DAMAGE:', 'value': '0', 'generated': True}, {'key': 'strength_damage', 'header': 'STRENGTH MULTIPLIER DAMAGE:', 'value': ['2', '2.5', '3']}, {'key': 'slow_duration', 'header': 'SLOW DURATION:', 'value': '3'}, {'key': 'radius', 'header': 'TRAMPLE RADIUS:', 'value': '105'}, {'key': 'slow_movement_speed', 'header': 'SLOW MOVEMENT SPEED:', 'value': '100', 'generated': True}]","/apps/dota2/images/dota_react/abilities/centaur_stampede.png","['No Target', 'Instant Cast']","","['150', '200', '250']","Centaur leads all allies into a vicious charge causing them to move through units at max speed and slow any enemy units they trample. Trampled enemies take damage based on Centaur Warrunner's strength. Each enemy can be trampled once.","90","Magical","","No","[]","The great belt of Omexe, which labels Bradwarden as the greatest warrior of his kind, incites his fellow gladiators to follow him into barbarous combat.",""
"Starbreaker","[{'key': 'duration', 'header': 'COMBO DURATION:', 'value': '1.1'}, {'key': 'swipe_radius', 'header': 'SWIPE/SMASH RADIUS:', 'value': '300'}, {'key': 'swipe_damage', 'header': 'SWIPE/SMASH BONUS DAMAGE:', 'value': ['25', '40', '55', '70']}, {'key': 'smash_radius', 'header': 'SMASH RADIUS:', 'value': '300', 'generated': True}, {'key': 'smash_damage', 'header': 'SMASH DAMAGE:', 'value': ['25', '40', '55', '70'], 'generated': True}, {'key': 'movement_speed', 'header': 'MOVEMENT SPEED:', 'value': '215', 'generated': True}, {'key': 'total_attacks', 'header': 'TOTAL ATTACKS:', 'value': '3', 'generated': True}, {'key': 'smash_stun_duration', 'header': 'SMASH STUN DURATION:', 'value': ['0.6', '0.8', '1', '1.2']}, {'key': 'sweep_stun_duration', 'header': 'SWEEP STUN DURATION:', 'value': '0.12', 'generated': True}, {'key': 'self_stun_duration', 'header': 'SELF STUN DURATION:', 'value': '0.2', 'generated': True}, {'key': 'swipe_slow', 'header': 'SWIPE SLOW:', 'value': '-100', 'generated': True}, {'key': 'smash_distance_from_hero', 'header': 'SMASH DISTANCE FROM HERO:', 'value': '120', 'generated': True}, {'key': 'animation_rate', 'header': 'ANIMATION RATE:', 'value': '0', 'generated': True}, {'key': 'turn_rate', 'header': 'TURN RATE:', 'value': '90', 'generated': True}, {'key': 'shard_cast_point', 'header': 'SHARD CAST POINT:', 'value': '0.1', 'generated': True}, {'key': 'shard_movement_penalty', 'header': 'SHARD MOVEMENT PENALTY:', 'value': '0', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.1', 'generated': True}]","/apps/dota2/images/dota_react/abilities/dawnbreaker_fire_wreath.png","Point Target","Enemy","100","Dawnbreaker whirls her hammer around 3 times, damaging enemies with her attack plus bonus damage. On the final strike, she smashes her hammer down, stunning and damaging enemies in front of her.","['17', '15', '13', '11']","Physical","['Hero', 'Basic']","","Yes","Across the vast lineage of star progeny, there were multitudes unwilling to align with the aims of the Children of Light. To those who dared organize defiance, the Children would dispatch Valora and her hammer to show a measure of their power--to leave the rebels either shattered or set back to rights.",""
